,trajectory,user_index,year,month,day,label
891,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 2966 4531 [PAD] [PAD] [PAD] 47476 47488 49249 49233 15289 [PAD] [PAD] [PAD] 28719 39222 16043 5444 4656 12055 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],37,2009,2,20,-1
892,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 2929 4474 [PAD] [PAD] 12543 58147 65384 65383 [PAD] 65581 46459 [PAD] 12133 49873 56874 [PAD] 46171 46163 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],37,2009,3,9,-1
893,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 2988 861 [PAD] 12234 12993 28674 27481 34571 64571 65828 13769 [PAD] 11769 40051 4992 5336 6091 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],37,2009,3,13,-1
894,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 5348 6565 [PAD] 13931 41248 38791 7858 [PAD] [PAD] [PAD] [PAD] 12020 14486 17145 53445 54718 51746 5481 4506 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],37,2009,3,16,-1
895,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 3000 2984 12049 12086 [PAD] 14350 52412 65541 66198 66211 65688 [PAD] 58202 49742 12979 6312 6467 12107 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],37,2009,3,17,-1
896,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 13470 39097 66018 66972 67318 67325 67397 65980 43365 36312 11645 11485 4199 4428 5494 5473 4348 3104 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],37,2009,3,18,-1
897,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 2990 4519 [PAD] [PAD] 10288 14294 22832 62156 39150 [PAD] [PAD] [PAD] 17483 43371 43684 40612 9788 13346 [PAD] [PAD] 13251 4294 3004 3081 3018 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],37,2009,3,20,-1
898,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 3008 2934 6708 [PAD] 49105 61935 61915 61907 61919 58013 56201 14997 [PAD] [PAD] 61670 61679 65949 61990 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],37,2009,3,23,-1
899,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 13559 53170 63035 65733 [PAD] 65961 65698 7722 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 11701 6423 11811 12537 4304 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],37,2009,3,26,-1
900,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 49700 49770 57631 66817 67035 67004 67033 66962 65676 62591 [PAD] [PAD] 6018 6060 6318 12346 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],37,2009,3,28,-1
901,[PAD] 12101 12153 12153 5298 5260 5196 5199 5356 [PAD] 2742 4639 5164 5080 [PAD] [PAD] 5737 5729 47389 47332 [PAD] 34196 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],37,2009,3,29,-1
902,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 13384 13328 4346 [PAD] [PAD] [PAD] [PAD] 7894 7180 [PAD] 12163 12167 53946 58079 58197 46023 [PAD] 12231 4442 3024 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],37,2009,3,31,-1
903,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 2923 2826 [PAD] [PAD] [PAD] [PAD] 58014 45105 [PAD] [PAD] 12437 24765 56744 62740 68326 [PAD] [PAD] [PAD] [PAD] [PAD] 4456 2892 3091 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],37,2009,4,2,-1
904,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 2959 2932 [PAD] [PAD] [PAD] [PAD] 13706 12481 [PAD] [PAD] [PAD] [PAD] [PAD] 13635 62547 63678 54044 49766 [PAD] [PAD] 12870 5325 3009 3055 3026 3079 4744 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],37,2009,4,3,-1
905,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 12295 46513 57995 44485 [PAD] 13295 13357 58021 57989 13214 13407 1825 5118 4610 [PAD] [PAD] [PAD] [PAD] 13209 11773 10716 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],37,2009,4,4,-1
906,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 42646 40906 27810 4875 [PAD] [PAD] [PAD] 12199 17941 17960 42310 [PAD] [PAD] [PAD] 46808 48138 54824 58940 15036 [PAD] [PAD] 3020 3072 3051 [PAD] [PAD] [PAD] [PAD],37,2009,4,7,-1
907,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 2952 [PAD] 12019 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 12145 21743 49155 58822 58961 57950 44147 13537 [PAD] 5175 5087 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],37,2009,4,8,-1
908,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 29699 33814 29296 [PAD] [PAD] [PAD] [PAD] 49198 45639 5544 12340 62315 [PAD] 12460 [PAD] 3118 2942 3080 3101 3032 3082 3005 3043 3089 3014,37,2009,4,9,-1
909,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 3060 4158 11986 11938 43887 [PAD] 61572 59991 57975 56418 [PAD] 12011 [PAD] [PAD] 13946 49818 [PAD] 56518 56329 14118 10867 45942 40037 40075 [PAD] 36624 38798 40009 40200 40275 40092 40230 [PAD],37,2009,4,13,-1
910,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 3059 2981 1653 [PAD] [PAD] 11714 15451 62064 58016 57790 14531 [PAD] 12316 41504 65682 65597 65594 65276 62432 48515 5395 10957 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],37,2009,4,15,-1
911,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 2964 [PAD] [PAD] 12777 5382 4528 5355 5341 [PAD] [PAD] [PAD] [PAD] 13460 48236 54980 56354 56320 56312 46303 [PAD] [PAD] 4501 4468 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],37,2009,4,16,-1
912,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 3149 4311 4432 5430 5392 4473 4223 11768 12326 12208 12257 13300 12719 12102 4815 2766 2769 2774 2785 2726 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],37,2009,4,17,-1
913,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 2973 4612 [PAD] [PAD] 5310 5314 4139 3967 49693 57657 14910 [PAD] [PAD] 13521 46537 [PAD] [PAD] [PAD] [PAD] 12929 11978 11754 11483 3102 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],37,2009,4,18,-1
914,3092 [PAD] [PAD] [PAD] 3036 3039 3045 3068 3029 3040 [PAD] [PAD] [PAD] [PAD] [PAD] 3096 2947 [PAD] [PAD] [PAD] [PAD] [PAD] 13048 18854 56548 47463 [PAD] 10991 15271 [PAD] 30428 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],37,2009,4,20,-1
915,3025 3063 3030 3113 2953 3033 3110 2976 3037 3001 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 3309 11386 10671 14599 28799 9885 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],37,2009,4,30,-1
916,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 42080 45244 43519 45151 43385 47068 48468 48173 47652 47081 42090 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 41142 44701 46846 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],37,2009,7,14,-1
917,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 42270 45266 51218 57692 57935 56711 53352 56525 57914 57428 64546 42015 [PAD] [PAD] [PAD] [PAD] [PAD] 41916 43358 47179 48207 47660 46576 47057 42171 42179 23 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],37,2009,7,15,-1
918,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 42097 41747 47168 46816 48090 43994 43939 43948 43945 43894 43901 43648 46830 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 42091 46564 42164 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],37,2009,7,16,-1
919,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 42140 42137 10657 10196 39471 53507 53478 53418 [PAD] [PAD] 53234 53381 61573 34266 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 45406 46048 46534 45034 38923 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],37,2009,7,20,-1
920,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 42146 42084 49282 57722 57941 57632 55775 53348 53179 53169 56965 57936 57894 54983 53440 53383 53360 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 41991 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],37,2009,7,21,-1
921,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 42016 42020 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 42311 46997 48154 43960 45250 43745 44001 [PAD] [PAD] [PAD] 42128 60861 61676 62450 62560 59946 58645 57904 58090 60021 61262 57959 56246 53359 48487 43990 41999 [PAD] [PAD] [PAD] [PAD] [PAD],37,2009,7,25,-1
922,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 24952 29908 34631 7661 7962 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 13996 12614 14929 10763 52835 52460 61300 62062 62428 62447 46777,38,2009,2,7,-1
923,16005 41494 7863 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 9175 5968 5927 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 6050 6447 8649 9452 13881 19042 16475 46018 45796 45560 [PAD] 13796 13365 16952 16788 11088 8107 12571 [PAD] [PAD],38,2009,2,8,-1
924,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 8055 9265 14056 14108 14184 14199 14225 14253 14605 14382 14222 14188 14116 [PAD] [PAD] 13893 [PAD] [PAD] 13937 9996 10078 9608 [PAD] 9970 12566 11548 [PAD] [PAD] [PAD] [PAD],38,2009,2,9,-1
925,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 9072 9482 14919 16824 13734 8219 7708 7832 16034 [PAD] 29567 16400 16184 16065 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 7173 7262 7416 11664 11676 8888 [PAD] [PAD] [PAD] [PAD],38,2009,2,14,10
926,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 11762 13989 8065 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 7884 47996 48050 48031 7363 8005 8336 9327 9457 9272 [PAD] [PAD] [PAD],38,2009,2,16,10
927,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 12286 13302 23358 36688 5186 2516 451 374 320 326 330 328 404 387 [PAD] [PAD] 37012 37741 9275 11551 11523 10378 [PAD] [PAD] [PAD],38,2009,2,18,-1
928,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 11452 [PAD] [PAD] 11275 [PAD] [PAD] [PAD] 11955 14162 12463 [PAD] 11261 5682 5510 5575 14330 12392 [PAD] [PAD] [PAD] [PAD] 13747 [PAD] [PAD],38,2009,2,20,10
929,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 55380 [PAD] [PAD] 11935 14289 9530 7594 14841 [PAD] [PAD] [PAD] 16113 16122 11508 [PAD] 12345 8509 [PAD] [PAD] 7321 15748 13721 12539 16803 12262 10391 [PAD] [PAD] [PAD],38,2009,2,21,10
930,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 9312 12529 12724 14510 13502 14984 15461 [PAD] 12343 12509 11830 10604 13979 24911 23738 18564 12765 12268 10916 11082 11152 12466 12350 12530 [PAD] [PAD] [PAD] [PAD] [PAD],38,2009,2,22,10
931,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 12211 12324 12816 12515 [PAD] [PAD] 13763 12525 8436 12935 12272 11309 13108 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 11511 12434 12928 12814 [PAD] [PAD] [PAD] 12667 12285 8360 [PAD] [PAD] [PAD],38,2009,2,23,10
932,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 11494 8148 8264 [PAD] [PAD] [PAD] 8968 [PAD] [PAD] [PAD] [PAD] [PAD] 8098 13187 13952 13169 12300 12468 12432 12479 11904 [PAD] 12265 8619 [PAD] [PAD] [PAD],38,2009,2,24,10
933,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 12441 12586 [PAD] [PAD] [PAD] 14121 14445 16506 [PAD] 16755 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 12597 12310 12451 12215 12419 12787 13102 12547 12256 8136 [PAD] [PAD] [PAD],38,2009,2,26,10
934,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 12486 12328 12320 12634 9990 12766 12852 12504 11925 [PAD] [PAD] [PAD] [PAD] 10643 [PAD] [PAD] [PAD] [PAD] 11256 13833 14905 16066 12385 12438 12520 10596 [PAD] [PAD] [PAD],38,2009,2,28,10
935,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 8120 9380 8018 8515 11337 11962 12039 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 10526 6889 7985 [PAD] 10248 10830 11175 10824 10876 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],38,2009,3,1,-1
936,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 12402 12551 12507 11459 [PAD] [PAD] [PAD] [PAD] 12274 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 12503 13510 12917 12499 [PAD] [PAD] 13360 [PAD] [PAD] 10267 9659 8765 [PAD] [PAD],38,2009,3,2,10
937,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 9099 448 8732 8405 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 7896 16773 [PAD] 16841 16585 14853 [PAD] 14722 14792 12871 12157 [PAD] [PAD] 10188 8042 [PAD] [PAD] [PAD],38,2009,3,7,-1
938,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 12498 12879 8257 13000 [PAD] 12035 12988 12207 11829 12064 12446 12478 12245 [PAD] 12384 9691 12239 [PAD] 12471 12473 12465 12380 13792 13011 [PAD] 12521 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],38,2009,3,8,10
939,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 11382 12846 [PAD] 7864 14223 13103 14515 11287 12665 12201 18953 14218 [PAD] [PAD] [PAD] [PAD] [PAD] 8268 8137 7789 12183 [PAD] [PAD] 12080 12545 13492 12588 12596 12659 8648 [PAD] [PAD] [PAD],38,2009,3,9,10
940,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 12368 12608 12355 12748 12535 13032 12742 12741 12447 13154 13896 12680 [PAD] [PAD] [PAD] [PAD] [PAD] 13877 13768 [PAD] 12553 14353 13878 [PAD] [PAD] 10164 9613 8639 [PAD] [PAD] [PAD] [PAD],38,2009,3,13,10
941,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 12415 14759 [PAD] [PAD] [PAD] 12299 12087 [PAD] [PAD] 9081 12773 12317 [PAD] [PAD] [PAD] [PAD] [PAD] 13028 12475 12482 12418 12559 12561 12339 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],38,2009,3,19,10
942,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 12697 12359 33458 12393 12560 5526 12721 9438 12682 12686 12751 12203 [PAD] [PAD] [PAD] [PAD],38,2009,3,20,10
943,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 12598 12887 12629 12536 12337 [PAD] 10494 10712 [PAD] 61529 [PAD] 61841 61651 [PAD] 7508 8892 8242 12671 12511 [PAD] [PAD] [PAD] [PAD] [PAD],38,2009,3,21,10
944,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 8016 12896 61500 62249 62297 59254 67450 67935 67653 [PAD] [PAD] [PAD] 67647 67803 67947 67936 67926 67692 67617 67511 [PAD] 67648 67667 68004 [PAD] [PAD] [PAD] [PAD] [PAD] 67283 66005 59928 61800 12903 [PAD] [PAD] [PAD],38,2009,3,22,-1
945,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 12508 12480 [PAD] 13321 [PAD] [PAD] [PAD] 12096 12185 [PAD] [PAD] 9999 11750 [PAD] [PAD] 11510 11534 11579 12725 12298 12219 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],38,2009,3,23,10
946,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 12378 12637 [PAD] [PAD] [PAD] 11817 11966 [PAD] 40895 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 12397 12493 12518 12528 12444 12605 13755 13682 [PAD] [PAD],38,2009,4,7,10
947,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 11149 10968 [PAD] 9798 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 12138 13676 11463 [PAD] [PAD] 9044 12375 12407 13722 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 10026 [PAD] 6288 19201 12150 11877 9070 [PAD],38,2009,4,8,10
948,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 14866 20522 45429 45500 45519 48637 48532 55871 [PAD] 13781 14237 10249 [PAD] [PAD] [PAD] 9533 13725 13743 12189 12151 [PAD] 12229 11061 10983 [PAD] [PAD] [PAD] [PAD],38,2009,4,12,10
949,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 11064 10961 [PAD] 10532 12920 [PAD] [PAD] [PAD] 11581 11569 11741 11691 15086 12126 12621 12190 [PAD] [PAD] [PAD] 10413 11442 11438 12200 13531 13305 13240 9481 12430 [PAD] 12182 12277 12249 [PAD] 12084 [PAD] [PAD],38,2009,4,15,10
950,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 12214 [PAD] [PAD] [PAD] 12314 12382 12266 12379 12405 12690 [PAD] 12010 [PAD] [PAD] 13641 [PAD] 11864 7926 12799 [PAD] [PAD] [PAD] [PAD] 12130 [PAD] [PAD] [PAD] [PAD] 7933 12104 8113 [PAD],38,2009,4,18,10
951,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 11564 13879 9500 13506 13466 [PAD] [PAD] 9288 12347 12370 12813 11810 7650 [PAD] [PAD] 10964 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],38,2009,4,22,10
952,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 12670 [PAD] 13538 13163 2592 2041 1909 1906 1923 1905 1956 1980 1978 1925 2002 [PAD] [PAD] [PAD],38,2009,7,9,-1
