loc_index,lat,lng,longitude,latitude,"POI大类:汽车服务,汽车销售,汽车维修,摩托车服务,餐饮服务,购物服务,生活服务,体育休闲服务,医疗保健服务,住宿服务,风景名胜,商务住宅,政府机构及社会团体,科教文化服务,交通设施服务,金融保险服务,公司企业,道路附属设施,地名地址信息,公共设施,事件活动,室内设施,通行设施",地址,addr,addr_tokens,doc2vec,addr_label,geohash
78,35.4509,112.9207,112.9207,35.4509,"0,0,0,0,7,10,5,2,2,0,1,3,20,3,12,1,7,0,41,0,0,0,4",山西省晋城市泽州县金村镇铺头村村北区13号楼,泽州县金村镇铺头村村北区13号楼,泽州县金村镇 铺头村村 北区 13 号 楼,"[-0.07065663486719131, 0.13131968677043915, 0.044069673866033554, -0.009991900995373726, -0.018723832443356514, -0.2359117567539215, 0.1254822462797165, 0.2889583110809326, -0.19972234964370728, -0.31914854049682617, 0.009467560797929764, -0.2935306429862976, 0.06141204386949539, 0.0582398883998394, -0.1679241806268692, -0.018628496676683426, 0.047887932509183884, 0.056386884301900864, -0.3606192469596863, -0.17238295078277588, -0.18203631043434143, 0.08521030098199844, 0.19876129925251007, -0.055725473910570145, 0.16790638864040375, 0.09106463938951492, 0.042751066386699677, -0.18219365179538727, -0.21583905816078186, 0.05812352895736694, 0.0010229507461190224, -0.007858079858124256, -0.1298438161611557, 0.08619794249534607, -0.18521957099437714, 0.1008194237947464, 0.18595187366008759, 0.0496123842895031, 0.12957850098609924, -0.16004662215709686, 0.2392292022705078, 0.019563527777791023, -0.04295448958873749, 0.05425708368420601, 0.32408809661865234, 0.1495027393102646, 0.010883728973567486, -0.04852660745382309, -0.08999477326869965, 0.01280148047953844]",泽州县金村镇,ww239tdk7n8x
79,35.4903,112.855,112.855,35.4903,"344,85,106,67,857,879,867,399,873,276,59,576,895,864,602,499,866,2,900,130,0,49,885",山西省晋城市城区钟家庄街道太行路150号艺苑广场,城区钟家庄街道太行路150号艺苑广场,城区钟家庄街道 太行路 150 号 艺苑 广场,"[-0.030987853184342384, 0.04836376756429672, 0.002042024629190564, 0.006853701081126928, -0.019099412485957146, -0.07883686572313309, 0.04570695757865906, 0.09164086729288101, -0.07474401593208313, -0.11949405819177628, 0.006208440288901329, -0.11240770667791367, 0.025533122941851616, 0.01339455135166645, -0.05555729568004608, 2.0870245862170123e-05, 0.011557966470718384, 0.01651807501912117, -0.11982501298189163, -0.0430280901491642, -0.04908270016312599, 0.02296607382595539, 0.060425352305173874, -0.006275778636336327, 0.06027419492602348, 0.03990649804472923, 0.018941542133688927, -0.0521380789577961, -0.07046375423669815, 0.027487078681588173, -0.008749181404709816, -0.0077042533084750175, -0.038292206823825836, 0.04081365838646889, -0.0685044378042221, 0.044221896678209305, 0.07652448117733002, 0.021225128322839737, 0.04231761768460274, -0.04410848394036293, 0.0910676047205925, 0.0009127388475462794, -0.004541140981018543, 0.0029477374628186226, 0.1042589545249939, 0.05079635605216026, 0.007618715986609459, -0.009470770135521889, -0.021753406152129173, 0.009095852263271809]",城区钟家庄街道,ww23bhf9bp7j
84,35.47371,112.82163,112.82163,35.47371,"229,57,65,20,858,873,872,168,499,75,33,265,526,525,259,221,673,4,899,39,0,0,525",山西省晋城市泽州县南村镇金鼎路,泽州县南村镇金鼎路,泽州县南村镇 金鼎路,"[-0.052292052656412125, 0.10206778347492218, 0.027382491156458855, -0.0002547038602642715, -0.027606861665844917, -0.1616371124982834, 0.08665179461240768, 0.19928030669689178, -0.14014902710914612, -0.22758683562278748, -0.006366552319377661, -0.2078719586133957, 0.0379265733063221, 0.044682566076517105, -0.11524011939764023, -0.021532829850912094, 0.018463535234332085, 0.03570442274212837, -0.2657662332057953, -0.12295915931463242, -0.13392139971256256, 0.055972982197999954, 0.1309579759836197, -0.029028845950961113, 0.12289537489414215, 0.06044263392686844, 0.026575377210974693, -0.11420491337776184, -0.15104705095291138, 0.053826186805963516, -0.007386671379208565, -0.002886187983676791, -0.09599914401769638, 0.055707357823848724, -0.13809585571289062, 0.06401931494474411, 0.1272391378879547, 0.023246776312589645, 0.09437692165374756, -0.10320892930030823, 0.16579167544841766, 0.020721927285194397, -0.031716372817754745, 0.030547641217708588, 0.22571025788784027, 0.10602781176567078, 0.019121702760457993, -0.03296530991792679, -0.07023274153470993, 0.010649876669049263]",泽州县南村镇,ww21z3f1qdbd
85,35.46604,112.81842,112.81842,35.46604,"169,48,51,13,861,869,834,71,248,32,20,171,267,240,190,90,480,4,899,19,0,0,329",山西省晋城市城区钟家庄街道S86晋运高速,城区钟家庄街道S86晋运高速,城区钟家庄街道 晋运 高速,"[-0.02779565565288067, 0.03323440998792648, 0.0009334944770671427, -0.004936763551086187, -0.0021628588438034058, -0.061298154294490814, 0.030979126691818237, 0.05898532271385193, -0.03853459656238556, -0.07970193773508072, 0.005731592886149883, -0.06276483833789825, 0.02163294330239296, 0.017394354566931725, -0.037188488990068436, -0.011290771886706352, 0.009705972857773304, 0.019206736236810684, -0.07947292923927307, -0.039798785001039505, -0.05166488140821457, 0.0211764145642519, 0.040247924625873566, -0.0051695494912564754, 0.05026783049106598, 0.0113869933411479, 0.027412371709942818, -0.041810858994722366, -0.04672544449567795, 0.012264617718756199, -0.003444576868787408, -0.00487136235460639, -0.02558511681854725, 0.031634774059057236, -0.0425969660282135, 0.026269104331731796, 0.044145647436380386, 0.017528336495161057, 0.0393630713224411, -0.036717385053634644, 0.06579374521970749, 0.01239787507802248, -0.01054298598319292, 0.009414670057594776, 0.08085158467292786, 0.039055995643138885, 0.004496493376791477, -0.002603755332529545, -0.011821254156529903, 0.009621957316994667]",城区钟家庄街道,ww21z0ruetp1
88,35.475833,112.813888,112.813888,35.475833,"234,59,67,19,853,873,866,134,446,56,29,229,384,419,227,204,822,2,897,28,0,0,432",山西省晋城市泽州县南村镇南村镇牛匠小学校,泽州县南村镇南村镇牛匠小学校,泽州县南村镇南村镇 牛匠 小学校,"[0.0018667900003492832, 0.008252979256212711, 0.0075724171474576, -0.002236338332295418, 0.0036157499998807907, 0.006046032998710871, -0.002596744801849127, 0.0002108585904352367, -0.008376114070415497, -0.0030843771528452635, -0.006355275399982929, -0.008473729714751244, 0.0034897089935839176, 0.0010782992467284203, 0.0001027870166581124, -0.00656493054702878, -0.008082952350378036, 0.001012123771943152, -0.005554302129894495, 0.0001495599717600271, -0.0011411047307774425, 0.0055839382112026215, -0.008924363180994987, -0.0022248297464102507, -0.0005244922358542681, 0.002259500091895461, -0.009985254146158695, -0.00256713991984725, -0.0031336015090346336, -0.008067889139056206, 0.001992328092455864, 0.00913209654390812, 0.0009278476354666054, 0.0008159995195455849, -0.008792383596301079, 0.003553922288119793, -0.003641159040853381, 0.00971133727580309, -0.001608582679182291, -0.00920393131673336, 0.008909896947443485, -0.005236451048403978, 0.008378852158784866, 0.004905495792627335, -0.0025159865617752075, -0.006216925568878651, 0.007743020076304674, 0.0011255526915192604, -0.007389475591480732, -0.007257492747157812]",泽州县南村镇南村镇,ww21z4htdnef
101,35.49,112.8306,112.8306,35.49,"386,83,106,75,867,877,868,369,873,251,59,495,883,860,497,455,880,0,889,126,0,33,890",山西省晋城市城区南街街道凤台西街914号富丽莱大酒店(凤台西街店),城区南街街道凤台西街914号富丽莱大酒店(凤台西街店),城区南街街道 凤台 西街 914 号 富丽莱 大酒店 凤台 西街店,"[0.01911955699324608, 0.018500084057450294, 0.014947453513741493, -0.02248893491923809, 0.00198283395729959, -0.049846090376377106, 0.018742887303233147, 0.0641232579946518, -0.044619813561439514, -0.0433378629386425, -0.017054837197065353, -0.04870917648077011, 0.017692992463707924, 0.011314533650875092, -0.016457892954349518, 0.004356320947408676, -0.013288253918290138, 0.023194877430796623, -0.0513448566198349, -0.012537780217826366, -0.021349476650357246, 0.009530983865261078, 0.02805410884320736, -0.01702660694718361, 0.034853436052799225, 0.02240438386797905, 0.00753689743578434, -0.025571858510375023, -0.019321361556649208, -0.005156191065907478, 0.008067252114415169, -0.0032112691551446915, -0.02684565633535385, 0.000796388543676585, -0.04871353134512901, 0.018207458779215813, 0.042421214282512665, -0.0004774258122779429, 0.03549470007419586, -0.025324808433651924, 0.041479963809251785, 0.007865360006690025, 0.0010888251708820462, 0.017786521464586258, 0.06152968481183052, 0.024409083649516106, -0.005907462444156408, 0.003995527978986502, -0.012451871298253536, 0.0031257846858352423]",城区南街街道,ww21zsb8px90
102,35.4913,112.82909,112.82909,35.4913,"383,82,101,72,871,879,878,362,873,249,59,486,883,858,492,452,879,0,868,126,0,33,889",山西省晋城市城区南街街道礼天下博览苑凤台西街景凤苑小区,城区南街街道礼天下博览苑凤台西街景凤苑小区,城区南街街道 礼 天下 博览苑 凤台 西街 景凤苑 小区,"[0.008024722337722778, -0.006510467734187841, 0.0013783365720883012, -0.00585968280211091, 0.0005109845078550279, -0.003105420619249344, -0.0033455260563641787, 0.013488772325217724, 0.0035262182354927063, 0.010182038880884647, -0.0032220797147601843, 0.015074212104082108, 0.0061075277626514435, -0.007550333626568317, 0.009409762918949127, -0.00570357870310545, -0.01898888126015663, 0.009137731976807117, 0.010093754157423973, -8.879281813278794e-05, -0.002275527687743306, -0.0032932343892753124, -0.012137175537645817, -0.004442484118044376, 0.0012858578702434897, 0.0021685573738068342, 0.003063306910917163, -0.0027060224674642086, 0.009822066873311996, -0.016842488199472427, 0.0010975075419992208, -0.01394458394497633, -0.002198772504925728, -0.0004939383361488581, -0.004821283742785454, -0.004902516026049852, -0.008765853941440582, -0.002088066888973117, 0.006850471254438162, -0.005205710884183645, 0.001253516529686749, 0.004292439669370651, -0.00859752856194973, 0.004129035864025354, -0.00020469901210162789, -0.011474515311419964, 0.002557170344516635, 0.009320090524852276, 0.014625221490859985, -0.001812456059269607]",城区南街街道,ww21zkzxu3g7
109,35.467391,112.843069,112.843069,35.467391,"189,61,53,18,874,865,884,137,371,72,25,259,555,461,274,186,583,3,900,50,0,18,480",山西省晋城市城区钟家庄街道爱可儿凤凰幼儿园铭基凤凰城,城区钟家庄街道爱可儿凤凰幼儿园铭基凤凰城,城区钟家庄街道 爱可儿 凤凰 幼儿园 铭基 凤凰城,"[-0.06786981970071793, 0.11825521290302277, 0.021479953080415726, 0.006674288306385279, -0.02971959486603737, -0.1884886771440506, 0.10881637781858444, 0.20172660052776337, -0.17405954003334045, -0.25202661752700806, -0.011729449033737183, -0.20677229762077332, 0.03612573444843292, 0.04766280949115753, -0.13330896198749542, -0.026498176157474518, 0.014802385121583939, 0.056120242923498154, -0.2790093421936035, -0.12947873771190643, -0.14617596566677094, 0.07590128481388092, 0.15079337358474731, -0.03194800019264221, 0.11819448322057724, 0.07016618549823761, 0.026216303929686546, -0.15092718601226807, -0.18449139595031738, 0.04635285586118698, -0.019314445555210114, -0.002428631531074643, -0.10281845927238464, 0.0681237205862999, -0.1443464308977127, 0.08303545415401459, 0.1464873105287552, 0.05042756721377373, 0.07920737564563751, -0.12893438339233398, 0.19622154533863068, 0.020125331357121468, -0.028826942667365074, 0.02129736915230751, 0.25825077295303345, 0.11746355146169662, 0.018397031351923943, -0.03652698174118996, -0.07376246154308319, 0.020857328549027443]",城区钟家庄街道,ww21zb9ud0fu
115,35.49095,112.842176,112.842176,35.49095,"423,91,113,87,871,869,874,420,865,281,64,574,898,865,618,528,861,0,900,136,0,33,893",山西省晋城市城区东街街道凤台西街591号中国石化销售股份有限公司山西晋城凤台加油站,城区东街街道凤台西街591号中国石化销售股份有限公司山西晋城凤台加油站,城区东街街道 凤台 西街 591 号 中国 石化 销售 股份 有限 公司 山西 晋城 凤台 加油站,"[-0.006875314749777317, 0.08301813900470734, 0.05896070599555969, -0.026547929272055626, 0.0024287148844450712, -0.08332249522209167, 0.036406125873327255, 0.10981269180774689, -0.06482575088739395, -0.09784967452287674, -0.01978527195751667, -0.07868113368749619, -0.013897913508117199, 0.014051060192286968, -0.06186789646744728, -0.014195458963513374, 0.029964366927742958, 0.02304130047559738, -0.10066971182823181, -0.07143973559141159, -0.0542854443192482, 0.009857797995209694, 0.05605774745345116, -0.007201173808425665, 0.008194589987397194, 0.02813836559653282, 0.01022449228912592, -0.039069849997758865, -0.05077070742845535, -0.008264529518783092, 0.013832277618348598, 0.007183245848864317, -0.04750235006213188, 0.0086121316999197, -0.06959428638219833, 0.028473980724811554, 0.06696952879428864, 0.02204434759914875, 0.044344913214445114, -0.04725959524512291, 0.0850427895784378, -0.0012739896774291992, -0.03252246975898743, 0.056492943316698074, 0.11898288130760193, 0.039848264306783676, -0.015669681131839752, -0.028543800115585327, -0.005376220680773258, -0.008310667239129543]",城区东街街道,ww21zucjv28g
124,35.486388,112.844166,112.844166,35.486388,"386,93,100,65,866,874,883,398,874,270,62,556,894,874,579,499,863,2,900,130,0,33,887",山西省晋城市城区东街街道建设路29号晋城市人力资源和社会保障局,城区东街街道建设路29号晋城市人力资源和社会保障局,城区东街街道 建设路 29号 晋城市 人力 资源 和 社会 保障局,"[-0.0841808021068573, 0.1707196831703186, 0.04538187012076378, -0.003652629442512989, -0.027299214154481888, -0.2876400947570801, 0.132751926779747, 0.3356112539768219, -0.24353793263435364, -0.3790106773376465, 0.005303042009472847, -0.3245507776737213, 0.06316418200731277, 0.06383737176656723, -0.18283796310424805, -0.04936807602643967, 0.031156081706285477, 0.05221211165189743, -0.42397573590278625, -0.1939084231853485, -0.21782554686069489, 0.09177837520837784, 0.22852866351604462, -0.0582905039191246, 0.1820691078901291, 0.10193086415529251, 0.04600425437092781, -0.19962400197982788, -0.2436724752187729, 0.06383833289146423, -0.0003066314966417849, -0.0269746296107769, -0.13795539736747742, 0.09821663051843643, -0.22791963815689087, 0.113774374127388, 0.2219954878091812, 0.05357368290424347, 0.14954668283462524, -0.19641588628292084, 0.28079095482826233, 0.04332040250301361, -0.034484971314668655, 0.05591641739010811, 0.38367366790771484, 0.16846279799938202, 0.03151795640587807, -0.040440868586301804, -0.09847289323806763, 0.020532075315713882]",城区东街街道,ww21zu4e5whv
129,35.501666,112.843611,112.843611,35.501666,"362,58,98,91,870,877,875,427,868,280,57,556,896,860,590,507,863,0,899,145,0,32,895",山西省晋城市城区东街街道瑞丰路1324号晋城市眼科医院,城区东街街道瑞丰路1324号晋城市眼科医院,城区东街街道 瑞丰路 1324 号 晋城市 眼科 医院,"[0.015269838273525238, -0.019259106367826462, 0.003778750542551279, -0.0005715482984669507, 0.013756662607192993, 0.024428006261587143, -0.0215597003698349, -0.01981195993721485, 0.016949839890003204, 0.0326819010078907, 0.008022366091609001, 0.024655018001794815, 0.006279984023422003, -0.011704353615641594, 0.025404922664165497, 0.009016747586429119, -0.009090268053114414, -0.011930218897759914, 0.03190353885293007, 0.01832594722509384, 0.013211249373853207, -0.016327321529388428, -0.019028302282094955, 0.014073926024138927, -0.02522132731974125, -0.014559909701347351, 0.0013528220588341355, 0.013217734172940254, 0.022443562746047974, -0.004302601329982281, -0.011063899844884872, -0.003976643085479736, 0.026821261271834373, -0.011649583466351032, 0.010203620418906212, -0.007601988036185503, -0.01826595328748226, 0.005508697126060724, -0.02247035689651966, 0.007229127921164036, -0.01601557247340679, -0.007236066274344921, 0.014622071757912636, -0.004671202041208744, -0.04408564418554306, -0.02209116518497467, 4.3271669710520655e-05, 0.007679855916649103, 0.014913522638380527, -0.007499942556023598]",城区东街街道,ww21zyfhnwny
136,35.47101,112.84451,112.84451,35.47101,"213,64,56,23,867,857,883,188,566,113,36,303,623,636,338,261,722,2,900,62,0,18,599",山西省晋城市城区钟家庄街道时家岭社区退役军人服务站,城区钟家庄街道时家岭社区退役军人服务站,城区钟家庄街道 时 家岭 社区 退役 军人 服务站,"[-0.012962215580046177, 0.15911969542503357, 0.06216088682413101, 0.0006376245873980224, -0.015189527533948421, -0.1300387680530548, 0.0621083527803421, 0.11902877688407898, -0.1658823937177658, -0.24321067333221436, -0.042049359530210495, -0.19920602440834045, 0.015423488803207874, 0.09085723012685776, -0.10660219937562943, -0.04763919487595558, 0.06694035977125168, 0.03151242062449455, -0.22954395413398743, -0.06632612645626068, -0.06652476638555527, 0.015016067773103714, 0.1046832874417305, 0.0038646624889224768, 0.11290967464447021, 0.09223130345344543, 0.018325014039874077, -0.06780093163251877, -0.11600694805383682, 0.04098888486623764, -0.0065459911711514, -0.06500288099050522, 0.0007451385608874261, 0.0076555004343390465, -0.06293325126171112, 0.08702490478754044, 0.1407799869775772, 0.012126565910875797, 0.08374830335378647, -0.04630115255713463, 0.10524095594882965, -0.033064886927604675, -0.07574429363012314, -0.024335285648703575, 0.14626666903495789, 0.10646102577447891, -0.051754750311374664, -0.07508118450641632, -0.031782735139131546, 0.05181480571627617]",城区钟家庄街道,ww21zc6ceet2
